Photo,Name,Name_,Links,Location,Contact,Hours,Season,Days_Open,Subtype,Category,Type,Management,Fee,Amenities,Features,Facilities,Details,Sports,Notes,Source,Status,Latitude,Longitude,MapCat
"<img src='http://www.kirklandwa.gov/Assets/Parks/ParksImages/132ndSquareParkPlaygound.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://www.kirklandwa.gov/depart/parks/Parks_and_Open_Spaces/Online_Parks_Guide/Parks_Pop-up_Main/132nd_Square_Park.htm? target=""_blank"">132nd Square Park</a>",132nd Square Park,,"13159 132nd Ave NE, Kirkland",,,Season: Year round (Open),,Recreation Areas,Park,Community Park,Owner: Kirkland,Free - No fee or pass,"Amenities: Bathroom, Picnic Shelter, Picnic Tables, Playground",,"Facilites: Baseball or Softball Field, Soccer Field",Parking: Parking Lot,,This park has sport fields include little leaguie baseball/softball fields and a playground.,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.717337,-122.165583,Community Park
,"<a href=http://www.seattle.gov/parks/park_detail.asp?ID=4010 target=""_blank"">14th Avenue NW Boat Ramp</a>",14th Avenue NW Boat Ramp,,King County,,,,,Recreation Access,Water Access,Boat Launch,Owner: Seattle,Free - No fee or pass,,"Features: Accessible Facilities, Lake Access",Facilites: Boat Launch,Paved Launch,,"In the shadow of the Ballard Bridge, this small ramp leads into the Lake Washington Ship Canal. The site offers two piers, handicap parking spaces, and accessible restroom, two launch lanes, and is one of Seattle's free of charge launch ramps.","Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.660998,-122.373585,Boating
,3001 E Madison,3001 E Madison,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.625166,-122.293177,Neighborhood Park
,41.5 Mini Park,41.5 Mini Park,,King County,,,Season: Year round (Open),,Recreation Areas,Park,Neighborhood Park,Owner: Bellevue,Free - No fee or pass,,,Facilites: Basketball Court,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.573910,-122.111023,Neighborhood Park
,4th Avenue Open Space,4th Avenue Open Space,,King County,,,,,Recreation Areas,Recreation Lands,Open Space,Owner: Duvall,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.746202,-121.978394,Recreation Area
,6th Avenue NW Pocket Park,6th Avenue NW Pocket Park,,King County,,,,,Recreation Areas,Park,Pocket Park,Owner: Seattle,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.684226,-122.363631,Other
,"<a href=http://www.ci.bellevue.wa.us/sixth_street.htm target=""_blank"">6th Street Park</a>",6th Street Park,,King County,,Hours: Dawn to dusk,Season: Year round (Open),,Recreation Areas,Park,Pocket Park,Owner: Bellevue,Free - No fee or pass,Amenities: Playground,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.604404,-122.204840,Other
,"<a href=http://www.portseattle.org/Parks-Public-Access/Parks/Pages/8th-Ave-S.-South-Park.aspx target=""_blank"">8th Avenue South Park</a>",8th Avenue South Park,,King County,,,,,Recreation Areas,Park,,Owner: Port of Seattle,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.533531,-122.322827,Neighborhood Park
,A. B. Ernst Park,A. B. Ernst Park,,King County,,,,,Recreation Areas,Park,Pocket Park,Owner: Seattle,Free - No fee or pass,,,Facilites: Trails,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.650088,-122.348825,Other
,Adelaide Park,Adelaide Park,,King County,,,,,Recreation Areas,Park,Neighborhood Park,Owner: Federal Way,Free - No fee or pass,Amenities: Playground,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.327211,-122.357314,Neighborhood Park
,Agren Park,Agren Park,,King County,,,,,Recreation Areas,Park,,Owner: Vashon PRSD,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.449051,-122.501260,Neighborhood Park
,Albert Davis Park,Albert Davis Park,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,Amenities: Play Area,Features: Accessible Facilities,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.720210,-122.298462,Neighborhood Park
,Alderbrook Park,Alderbrook Park,,King County,,,,,Recreation Areas,Park,,Owner: Federal Way,Free - No fee or pass,Amenities: Playground,,,,,,"Location contributed by <a href=http://www.visitfw.org/ target=""_blank"">Federal Way</a>",Open,47.307716,-122.354435,Neighborhood Park
,Alderdale Park,Alderdale Park,,King County,,,,,Recreation Areas,Park,,Owner: Federal Way,Free - No fee or pass,Amenities: Playground,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.297775,-122.367521,Neighborhood Park
,Algona Park,Algona Park,,King County,,,,,Recreation Areas,Park,,Owner: Algona,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.277930,-122.248348,Neighborhood Park
,Alki Beach Park,Alki Beach Park,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,"Amenities: Bathroom, Picnic Tables",Features: Accessible Facilities,"Facilites: Boat Launch, Trails",,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.586710,-122.400127,Beach Access
,Alki Playground,Alki Playground,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,Amenities: Bathroom,Features: Accessible Facilities,"Facilites: Baseball or Softball Field, Basketball Court, Tennis Court",,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.578497,-122.407312,Neighborhood Park
,Alva Miller Park,Alva Miller Park,,King County,,,,,Recreation Areas,Park,,Owner: Duvall,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.745307,-121.967537,Neighborhood Park
,Alvin Larkins Park,Alvin Larkins Park,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,,,Facilites: Trails,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.614318,-122.288745,Neighborhood Park
,Amy Yee Tennis Center,Amy Yee Tennis Center,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,,,Facilites: Tennis Court,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.584876,-122.297421,Neighborhood Park
,Anderson Riverview Park,Anderson Riverview Park,,"King, Pierce County",,,,,Recreation Areas,Park,,Owner: Enumclaw,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.164521,-121.981683,Neighborhood Park
,Andover Place,Andover Place,,King County,,,,,Recreation Areas,Park,Pocket Park,Owner: Seattle,Free - No fee or pass,,Features: Ocean Access,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.568517,-122.409993,Other
,Angle Lake Park,Angle Lake Park,,King County,,,,,Recreation Areas,Park,,Owner: SeaTac,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.428189,-122.293739,Neighborhood Park
,Animal Acres Park,Animal Acres Park,,King County,,,,,Recreation Areas,Park,,Owner: Lake Forest Park,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.755525,-122.287444,Neighborhood Park
,Arapahoe Triangle,Arapahoe Triangle,,King County,,,,,Recreation Areas,Park,Pocket Park,Owner: Seattle,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.651290,-122.409139,Other
,Arbor Lake Park,Arbor Lake Park,,King County,,,,,Recreation Areas,Park,,Owner: Burien,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.492752,-122.329676,Neighborhood Park
,"<a href=http://www.ci.bellevue.wa.us/ardmore.htm target=""_blank"">Ardmore Park</a>",Ardmore Park,,"16833 NE 30th Street, Bellevue",,Hours: Dawn to dusk,Season: Year round (Open),,Recreation Areas,Park,Neighborhood Park,Owner: Bellevue,Free - No fee or pass,"Amenities: Picnic Tables, Playground",,Facilites: Trails,Parking: Off street parking only,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.634076,-122.113093,Neighborhood Park
,Arroyo Heights Park,Arroyo Heights Park,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,,Features: Ocean Access,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.504649,-122.384348,Neighborhood Park
,Arroyos Natural Area,Arroyos Natural Area,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.506172,-122.389480,Recreation Area
,Arthur Johnson Park,Arthur Johnson Park,,King County,,,,,Recreation Areas,Park,,Owner: Redmond,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.673971,-122.081149,Neighborhood Park
,Ashwood Playfield,Ashwood Playfield,,"10820 NE 10th Street, Bellevue",,Hours: Dawn to dusk,Season: Year round (Open),,Recreation Areas,Park,Sports Fields,Owner: Bellevue,Free - No fee or pass,,Features: Accessible Facilities,Facilites: Multi-Use Ball Field,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.620237,-122.195179,Sports Fields
,Atlantic City Boat Ramp,Atlantic City Boat Ramp,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,,,Facilites: Boat Launch,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.522923,-122.262836,Neighborhood Park
,Atlantic Street Park,Atlantic Street Park,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,Amenities: Playground,Features: Accessible Facilities,"Facilites: Exercise Station, Trails",,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.589267,-122.305664,Neighborhood Park
,Auburn Environmental Park,Auburn Environmental Park,,King County,,,,,Recreation Areas,Park,,Owner: Auburn,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.315616,-122.242827,Neighborhood Park
,Auburn Game Farm Park,Auburn Game Farm Park,,King County,,,,,Recreation Areas,Park,,Owner: Auburn,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.280589,-122.202330,Neighborhood Park
,Auburn Narrows Natural Area,Auburn Narrows Natural Area,,King County,,,,,Recreation Areas,Park,,Owner: King County,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.303243,-122.186371,Recreation Area
,Auburndale Park,Auburndale Park,,King County,,,,,Recreation Areas,Park,,Owner: Auburn,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.318129,-122.196397,Neighborhood Park
,Auburndale II Park,Auburndale II Park,,King County,,,,,Recreation Areas,Park,,Owner: Auburn,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.336194,-122.185534,Neighborhood Park
,"<a href=http://www.ci.snoqualmie.wa.us/Departments/ParksRecreationDepartment/SnoqualmieParks/AutumnPark.aspx target=""_blank"">Autumn Park</a>",Autumn Park,,"7121 Autumn Avenue SE, Snoqualmie",,,,,Recreation Areas,Park,Neighborhood Park,Owner: Snoqualmie,Free - No fee or pass,"Amenities: Picnic Tables, Playground",,,,,"Autumn Park is a great place for a small birthday party or picnic!  The park has play equipment, an open grassy area, park benches and a picnic table.","Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.536468,-121.871131,Neighborhood Park
,B.F. Day Playground,B.F. Day Playground,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,Amenities: Play Area,Features: Accessible Facilities,"Facilites: Baseball or Softball Field, Basketball Court",,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.656030,-122.349222,Neighborhood Park
,"<a href=http://www.seattle.gov/parks/park_detail.asp?ID=4006 target=""_blank"">Bagley Viewpoint</a>",Bagley Viewpoint,,King County,,Hours: 4am-11:30pm,,,Recreation Facilities,Picnic or Day Use Area,Scenic Viewing Area,Owner: Seattle,Free - No fee or pass,,,,,,"This is a really cool viewpoint that overlooks the SR 520 floating bridges, Lake Washington, and Bellevue beyond. The UW stadium is also visible from here, and with its easy-to-access parking lot, makes for the perfect spot to spend your lunch hour.","Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.643015,-122.318347,Picnic Area or Viewpoint
,Baker Park on Crown Hill,Baker Park on Crown Hill,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.690119,-122.374794,Neighborhood Park
,Ballard Commons Park,Ballard Commons Park,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,,,Facilites: Skateboard Ramps,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.670549,-122.385487,Neighborhood Park
,Ballard Corners Park,Ballard Corners Park,,King County,,,,,Recreation Areas,Park,Pocket Park,Owner: Seattle,Free - No fee or pass,Amenities: Play Area,Features: Accessible Facilities,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.674186,-122.379116,Other
,Ballard Park,Ballard Park,,King County,,,,,Recreation Areas,Park,,Owner: Auburn,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.275308,-122.207329,Neighborhood Park
,Ballard Playground,Ballard Playground,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,Amenities: Play Area,,"Facilites: Baseball or Softball Field, Soccer Field",,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.672786,-122.391550,Neighborhood Park
,Ballinger Open Space,Ballinger Open Space,,King County,,,,,Recreation Areas,Recreation Lands,Open Space,Owner: Shoreline,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.774776,-122.305230,Recreation Area
,Bannerwood Ballfield Park,Bannerwood Ballfield Park,,"1790 Richards Rd., Bellevue",,Hours: Dawn to dusk,Season: Year round (Open),,Recreation Areas,Park,Sports Fields,Owner: Bellevue,Free - No fee or pass,"Amenities: Bathroom, Concession Stand, Facility Lights, Grandstand",Features: Accessible Facilities,Facilites: Baseball or Softball Field,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.596035,-122.163042,Sports Fields
,Bar-S Playground,Bar-S Playground,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,,,Facilites: Baseball or Softball Field,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.575195,-122.416054,Neighborhood Park
,Bass Lake Complex Natural Area,Bass Lake Complex Natural Area,,King County,,,,,Recreation Areas,Park,,Owner: King County,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.260444,-122.000914,Recreation Area
,Bassett Pond Natural Area,Bassett Pond Natural Area,,King County,,,,,Recreation Areas,Park,,Owner: King County,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.748270,-122.098741,Recreation Area
,Bay View Playground,Bay View Playground,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,"Amenities: Bathroom, Play Area",,"Facilites: Baseball or Softball Field, Soccer Field",,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.643802,-122.386786,Neighborhood Park
,Beacon Hill Playground,Beacon Hill Playground,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,"Amenities: Bathroom, Play Area",,"Facilites: Baseball or Softball Field, Basketball Court, Tennis Court",,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.586226,-122.315325,Neighborhood Park
,Beacon Place,Beacon Place,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.596197,-122.318446,Neighborhood Park
,Bear and Evans Creek Greenway,Bear and Evans Creek Greenway,,King County,,,,,Recreation Areas,Park,,Owner: Redmond,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.681022,-122.085707,Neighborhood Park
,Bear Creek Park - Redmond,Bear Creek Park - Redmond,,King County,,,,,Recreation Areas,Park,,Owner: Redmond,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.672376,-122.108508,Neighborhood Park
,Beaver Lake Park,Beaver Lake Park,,King County,,,,,Recreation Areas,Park,,Owner: Sammamish,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.586197,-122.008480,Neighborhood Park
,Beaver Lake Preserve Park,Beaver Lake Preserve Park,,King County,,,,,Recreation Areas,Park,,Owner: Sammamish,Free - No fee or pass,,,Facilites: Trails,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.597281,-121.993582,Neighborhood Park
,Atlantic City Park,Atlantic City Park,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,Amenities: Play Area,Features: Accessible Facilities,Facilites: Boat Launch,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.524190,-122.263223,Neighborhood Park
,"<a href=http://www.ci.bellevue.wa.us/downtown_park_and_rose_garden.htm target=""_blank"">Bellevue Downtown Park</a>",Bellevue Downtown Park,,"10201 NE Fourth St., Bellevue",,Hours: Dawn to 11 p.m.,Season: Year round (Open),,Recreation Areas,Park,Community Park,Owner: Bellevue,Free - No fee or pass,"Amenities: Bathroom, Picnic Tables, Playground","Features: Gardens, Lake Access, Waterfall",,,,"This oasis of green has a promenade, stepped canal, waterfall cascading into a reflecting pond and large lawn perfect for picnics. The park's delightful play area and formal gardens add to family enjoyment and serve as a backdrop for community events.","Location contributed by <a href=http://www.ci.bothell.wa.us/ target=""_blank"">Bothell</a>",Open,47.612586,-122.204585,Community Park
,Bellevue Municipal Golf Course,Bellevue Municipal Golf Course,,King County,,,,,Recreation Facilities,Golf,Public Golf Course,Owner: Bellevue,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.656548,-122.149172,Golf
,Bellevue Place,Bellevue Place,,King County,,,,,Recreation Areas,Park,,"Owner: Washington State Department of; Manager: Seattle",,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.626904,-122.327658,Neighborhood Park
,Belltown Cottage Park,Belltown Cottage Park,,King County,,,,,Recreation Areas,Park,Pocket Park,Owner: Seattle,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.613889,-122.350776,Other
,Belmondo Reach Natural Area,Belmondo Reach Natural Area,,King County,,,,,Recreation Areas,Park,,Owner: King County,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.456473,-122.076934,Recreation Area
,Belmont Place,Belmont Place,,"703 Belmont Pl E, Seattle",,Hours: 4am-11:30pm,Season: Year round (Open),,Recreation Areas,Park,Pocket Park,"Owner: Seatt;e",Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.625727,-122.324408,Other
,Bel-Red Mini Park,Bel-Red Mini Park,,"12300 Bel-Red Road, Bellevue",,Hours: Dawn to dusk,Season: Year round (Open),,Recreation Areas,Park,Pocket Park,Owner: Bellevue,Free - No fee or pass,Amenities: Picnic Tables,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.619691,-122.175788,Other
,Belvedere Park,Belvedere Park,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.580701,-122.376737,Neighborhood Park
,Belvoir Place,Belvoir Place,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,,,Facilites: Boat Launch,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.655124,-122.283215,Neighborhood Park
,Benefit Playground,Benefit Playground,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,,Features: Accessible Facilities,"Facilites: Basketball Court, Skateboard Ramps, Trails",,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.518987,-122.284224,Neighborhood Park
,Benvenuto Viewpoint,Benvenuto Viewpoint,,King County,,,,,Recreation Facilities,Picnic or Day Use Area,Scenic Viewing Area,Owner: Seattle,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.589501,-122.302884,Picnic Area or Viewpoint
,Bergen Place,Bergen Place,,King County,,,,,Recreation Areas,Park,Pocket Park,Owner: Seattle,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.668330,-122.384495,Other
,Bhy Kracke Park,Bhy Kracke Park,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,Amenities: Play Area,Features: Accessible Facilities,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.630428,-122.348402,Neighborhood Park
,Bicentennial Park,Bicentennial Park,,King County,,,,,Recreation Areas,Park,,Owner: Tukwila,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.456479,-122.247101,Neighborhood Park
,Big Bend Natural Area,Big Bend Natural Area,,King County,,,,,Recreation Areas,Park,,Owner: King County,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.384407,-121.990483,Recreation Area
,Big Catch Plaza,Big Catch Plaza,,King County,,,,,Recreation Areas,Park,,Owner: Des Moines,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.407130,-122.325346,Neighborhood Park
,Meadow Wood Park,Meadow Wood Park,,King County,,,Season: Year round (Open),,Recreation Areas,Park,Neighborhood Park,Owner: Bellevue,Free - No fee or pass,Amenities: Playground,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.548723,-122.155095,Neighborhood Park
,Big Finn Hill Park,Big Finn Hill Park,,"NE 138th St & Juanita Dr NE, Kirkland",,,,,Recreation Areas,Park,,Owner: King County,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.720738,-122.239286,Neighborhood Park
,Big Rock Park,Big Rock Park,,King County,,,,,Recreation Areas,Park,Pocket Park,Owner: Duvall,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.725790,-121.986478,Other
,Big Spring/Newaukum Creek Natural Area,Big Spring/Newaukum Creek Natural Area,,King County,,,,,Recreation Areas,Park,,Owner: King County,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.223766,-122.015081,Recreation Area
,Bingaman Pond Natural Area,Bingaman Pond Natural Area,,King County,,,,,Recreation Areas,Park,,Owner: King County,,,,,,,,"Location contributed by <a href=http://www.visitfw.org/ target=""_blank"">Federal Way</a>",Open,47.347698,-122.284996,Recreation Area
,Bitter Lake Playfield,Bitter Lake Playfield,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,"Amenities: Bathroom, Play Area",Features: Accessible Facilities,"Facilites: Baseball or Softball Field, Soccer Field, Tennis Court",,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.724209,-122.349314,Neighborhood Park
,Bitter Lake Reservoir Open Space,Bitter Lake Reservoir Open Space,,King County,,,,,Recreation Areas,Recreation Lands,Open Space,Owner: Seattle,,Amenities: Play Area,Features: Accessible Facilities,Facilites: Exercise Station,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.731158,-122.348237,Recreation Area
,Black Diamond BMX Park,Black Diamond BMX Park,,King County,,,,,Recreation Areas,Park,Pocket Park,Owner: Black Diamond,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.308085,-122.002340,Other
,Black Diamond Natural Area,Black Diamond Natural Area,,King County,,,,,Recreation Areas,Park,,Owner: King County,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.331305,-122.019432,Recreation Area
