Photo,Name,Name_,Links,Location,Contact,Hours,Season,Days_Open,Subtype,Category,Type,Management,Fee,Amenities,Features,Facilities,Details,Sports,Notes,Source,Status,Latitude,Longitude,MapCat
,Padden Lagoon,Padden Lagoon,,Whatcom County,,,,,Recreation Access,Water Access,Dock,Owner: Bellingham & Port,,,Features: Ocean Access,Facilites: Dock,,,,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.720730,-122.508641,Boating
,Padden Lake Hills Open Space,Padden Lake Hills Open Space,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Open Space,Owner: Bellingham,,,,,,,,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.710759,-122.464562,Recreation Area
,Samish Crest  & South Samish Crest Open Space,Samish Crest  & South Samish Crest Open Space,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Open Space,Owner: Bellingham,,,,,,,,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.726445,-122.452140,Recreation Area
,Spring Creek Nature Area,Spring Creek Nature Area,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Open Space,Owner: Bellingham,,,,,,,,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.794015,-122.480622,Recreation Area
,Sylvan Pond Estates Plat Open Space,Sylvan Pond Estates Plat Open Space,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Open Space,Owner: Bellingham,,,,,,,,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.766657,-122.424079,Recreation Area
,"<a href=http://www.co.whatcom.wa.us/parks/tededwards/index.jsp target=""_blank"">Ted Edwards Park</a>",Ted Edwards Park,,Whatcom County,,,,,Recreation Areas,Park,Pocket Park,Owner: Whatcom County,,Amenities: Picnic Tables,,,,,Ted Edwards Park offers the opportunity to visit a quiet park in the Geneva area.,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.744181,-122.413599,Other
,Silver Beach,Silver Beach,,Whatcom County,,,,,Recreation Access,Water Access,Beach Access,"Owner: WDNR; Manager: Bellingham",Pass: Discover Pass,,"Features: Beach, Ocean Access",,,,,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.768410,-122.407262,Beach Access
,Cottonwood Open Space,Cottonwood Open Space,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Open Space,Owner: Whatcom County,,,,,,,,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.781070,-122.525616,Recreation Area
,Whatcom County Senior Center,Whatcom County Senior Center,,Whatcom County,,,,,Community Spaces,Community Center,Senior Center,Owner: Whatcom County,,,,,,,,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.755769,-122.477016,Other
,Interurban Greenway,Interurban Greenway,,Whatcom County,,,,,Recreation Areas,Park,,Owner: Bellingham,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.710811,-122.484303,Neighborhood Park
,Klipsun Trail & Nature Area,Klipsun Trail & Nature Area,,Whatcom County,,,,,Recreation Areas,Park,Neighborhood Park,Owner: Bellingham,,,,Facilites: Trails,,"Summer Sports: Hiking, Road Biking",One segment is pedestrian only.,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,-1.000000,-1.000000,Neighborhood Park
,Roosevelt Nature Area,Roosevelt Nature Area,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Open Space,Owner: Bellingham,,,,Facilites: Trails,,"Summer Sports: Hiking, Mountain Biking, Road Biking",,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.770222,-122.439912,Recreation Area
,Bear Creek Greenway & Zurham Trust,Bear Creek Greenway & Zurham Trust,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Open Space,Owner: Bellingham,,,,,,,,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.812983,-122.519151,Recreation Area
,Bug Lake,Bug Lake,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Open Space,Owner: Bellingham,,,,,,,,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.776523,-122.472857,Recreation Area
,Maplewood / Mcleod Park,Maplewood / Mcleod Park,,Whatcom County,,,,,Recreation Areas,Park,Pocket Park,Owner: Bellingham,Free - No fee or pass,,,,,,This small park does not have any facilities.,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.781378,-122.510676,Other
,Mian Shores L.L.A.Open Space,Mian Shores L.L.A.Open Space,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Open Space,Owner: Bellingham,,,,,,,,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.753960,-122.413445,Recreation Area
,Orchard Estates Open Space,Orchard Estates Open Space,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Open Space,Owner: Bellingham,,,,,,,,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.780755,-122.458821,Recreation Area
,Panorama Heights Open Space,Panorama Heights Open Space,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Open Space,Owner: Bellingham,,,,,,,,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.740950,-122.453285,Recreation Area
,Peabody Plaza,Peabody Plaza,,Whatcom County,,,,,Recreation Areas,Park,Pocket Park,Owner: Bellingham,Free - No fee or pass,,,,,,This small open space has no facilities.,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.769791,-122.492092,Other
,Post Point Treatment Plant Open Space,Post Point Treatment Plant Open Space,,Whatcom County,,,,,Recreation Areas,Park,Natural Area,Owner: Bellingham,Free - No fee or pass,Amenities: Bathroom,"Features: Ocean Access, Off-Leash Area",Facilites: Trails,,Summer Sports: Hiking,This open area has trails and ocean access.,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.717103,-122.515873,Recreation Area
,Samish Glen Open Space,Samish Glen Open Space,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Open Space,Owner: Bellingham,,,,,,,,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.710162,-122.471926,Recreation Area
,Silver Creek Properties,Silver Creek Properties,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Open Space,Owner: Bellingham,,,,,,,,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.770561,-122.406295,Recreation Area
,12th & Finnegan Park,12th & Finnegan Park,,Whatcom County,,,,,Recreation Areas,Park,Pocket Park,Owner: Bellingham,Free - No fee or pass,,,,,,This open grassy space has no facilities.,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.721601,-122.502420,Other
,Barkley Trail,Barkley Trail,,Whatcom County,,,,,Recreation Facilities,Trail,Official Trail,Owner: Bellingham,,,,Facilites: Trails,,"Summer Sports: Hiking, Mountain Biking",,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,-1.000000,-1.000000,Trail
,Broadway Overlook,Broadway Overlook,,Whatcom County,,,,,Recreation Facilities,Picnic or Day Use Area,Scenic Viewing Area,Owner: Bellingham,Free - No fee or pass,,Features: Scenic View,,,,This small park offers a scenic view of the town.,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.757509,-122.491775,Picnic Area or Viewpoint
,Donald Avenue Street End,Donald Avenue Street End,,Whatcom County,,,,,Recreation Access,Water Access,Beach Access,Owner: Bellingham,,,Features: Ocean Access,,,,,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.759899,-122.400463,Beach Access
,East Meadow Open Space,East Meadow Open Space,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Open Space,Owner: Bellingham,,,,,,,,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.732631,-122.460188,Recreation Area
,Fairhaven Community Garden,Fairhaven Community Garden,,Whatcom County,,,,,Community Spaces,Social Services,Community Garden,Owner: Bellingham,,,,,,,,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.716649,-122.504084,Other
,Lower Padden Creek Trail,Lower Padden Creek Trail,,Whatcom County,,,,,Recreation Areas,Park,Natural Area,Owner: Bellingham,,,,Facilites: Trails,,"Summer Sports: Hiking, Mountain Biking",,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,-1.000000,-1.000000,Neighborhood Park
,Fever Creek Nature Area,Fever Creek Nature Area,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Open Space,Owner: Bellingham,,,,,,,,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.772722,-122.435028,Recreation Area
,Hawley Open Space,Hawley Open Space,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Open Space,Owner: Bellingham,,,,,,,,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.739285,-122.457979,Recreation Area
,Lakeway Community Garden,Lakeway Community Garden,,Whatcom County,,,,,Community Spaces,Social Services,Community Garden,Owner: Bellingham,,,,,,,,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.745799,-122.443464,Other
,Laurelwood Trail,Laurelwood Trail,,Whatcom County,,,,,Recreation Facilities,Trail,Official Trail,Owner: Bellingham,,,,Facilites: Trails,,"Summer Sports: Hiking, Mountain Biking",,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,-1.000000,-1.000000,Trail
,Lazy E Ranch Open Space,Lazy E Ranch Open Space,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Open Space,Owner: Bellingham,,,,,,,,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.729154,-122.463449,Recreation Area
,Lenora Court Open Space,Lenora Court Open Space,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Open Space,Owner: Bellingham,,,,,,,,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.721791,-122.489301,Recreation Area
,Lincoln Creek Open Space,Lincoln Creek Open Space,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Open Space,Owner: Bellingham,,,,,,,,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.747804,-122.462857,Recreation Area
,Lowell Park Open Space,Lowell Park Open Space,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Open Space,Owner: Bellingham,,,,,,,,"Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.726743,-122.492937,Recreation Area
,"<a href=http://www.lyndenwa.org/departments/parks/city-park/ target=""_blank"">Lynden City Park</a>",Lynden City Park,,"8460 Depot Rd, Lynden",,,,,Recreation Areas,Park,Neighborhood Park,Owner: Lynden,Free - No fee or pass,"Amenities: Bathroom, Facility Lights, Picnic Shelter, Picnic Tables, Playground","Features: Lights, River Access","Facilites: Basketball Court, Tennis Court",,,"The playground has a tot lot, climbing wall, swings, jungle gym, castle maze, and a 35' tall tree house with a slide.  Other amenities include lighted tennis courts, pickleball court, basketball court, Fish Trap Creek, group shelters & picnic tables.","Location contributed by <a href=http://www.lyndenwa.org/departments/parks/ target=""_blank"">Lynden</a>",Open,48.949548,-122.450902,Neighborhood Park
,"<a href=http://www.lyndenwa.org/departments/parks/bender-fields/ target=""_blank"">Bender Fields</a>",Bender Fields,,"8770 Bender Rd., Lynden",,"Hours: 8am-Dusk or ""When the Lights Go Out""",,,Recreation Areas,Park,Sports Fields,Owner: Lynden,Free - No fee or pass,Amenities: Tournament Facilities,Features: Off-Leash Area,"Facilites: Baseball or Softball Field, Lacross Field, Soccer Field",,,"Bender Family Recreational Park (Bender Fields) is a 56acre ball field complex featuring 21acres of open space, soccer fields, and lacrosse field, 35arcres of softball, and youth baseball fields.","Location contributed by <a href=http://www.lyndenwa.org/departments/parks/ target=""_blank"">Lynden</a>",Open,48.958607,-122.438045,Sports Fields
,"<a href=http://www.lyndenwa.org/departments/parks/centennial-park/ target=""_blank"">Centennial Park</a>",Centennial Park,,"4th and Grover Street, Lynden",,,,,Recreation Areas,Park,Pocket Park,Owner: Lynden,Free - No fee or pass,Amenities: Picnic Tables,Features: Memorial,,,,This small park has a memorial honoring North Whatcom County Veterans.,"Location contributed by <a href=http://www.lyndenwa.org/departments/parks/ target=""_blank"">Lynden</a>",Open,48.944706,-122.452198,Other
,"<a href=http://www.lyndenwa.org/departments/parks/greenfield-park/ target=""_blank"">Greenfield Village Park</a>",Greenfield Village Park,,"East Aaron Drive, Lynden",,Hours: 8am-Dusk,,,Recreation Areas,Park,Neighborhood Park,Owner: Lynden,Free - No fee or pass,,,,,,"Greenfield Park is a 2acre neighborhood park that offers a large open playfield, covered shelter, playground, and basketball hoop.","Location contributed by <a href=http://www.lyndenwa.org/departments/parks/ target=""_blank"">Lynden</a>",Open,48.962184,-122.427189,Neighborhood Park
,"<a href=http://www.lyndenwa.org/departments/parks/7th-st-park/ target=""_blank"">Patterson Park</a>",Patterson Park,,"260 S. 7th Street, Lynden",,Hours: 8am-Dusk,,,Recreation Areas,Park,Pocket Park,Owner: Lynden,Free - No fee or pass,Amenities: Picnic Tables,Features: Scenic View,"Facilites: Frisbee Golf Course, Trails",,,"This park with a 9 hole Disc Golf Course, offers pristine view of Mt. Baker and the Twin Sister Mountains. It is a wonderful place for picnics of walking.","Location contributed by <a href=http://www.lyndenwa.org/departments/parks/ target=""_blank"">Lynden</a>",Open,48.940136,-122.454806,Other
,"<a href=http://www.co.whatcom.wa.us/parks/bay-horizon/index.jsp target=""_blank"">Bay Horizon</a>",Bay Horizon,,Whatcom County,,,,,Recreation Areas,Park,Community Park,Owner: Whatcom County,,"Amenities: Picnic Tables, Playground",,"Facilites: Basketball Court, Trails",,,Bay Horizon Park was once the Blaine Air Force Station from 1951 to 1979. The 68 acre park is also home to the Lions Clup Camp Horizon.,"Location contributed by <a href=http://www.dnr.wa.gov/ target=""_blank"">WDNR</a>",Open,48.912764,-122.735530,Community Park
,"<a href=http://www.whatcomlandtrust.org/?p=230 target=""_blank"">Canyon Lake Community Forest</a>",Canyon Lake Community Forest,,Whatcom County,,,,,Recreation Areas,Park,Natural Area,Owner: Whatcom Land  Trust & Whatcom County,,,,Facilites: Trails,,,This park protects one of the oldest stands of native forest in the Pacific Northwest.Some of these trees have escaped fire and other natural disturbances to survive 1000 years.,"Location contributed by <a href=http://www.whatcomlandtrust.org/ target=""_blank"">Whatcom Land Trust</a>",Open,48.830937,-122.059968,Recreation Area
,"<a href=http://www.co.whatcom.wa.us/parks/chuckanut/index.jsp target=""_blank"">Chuckanut Mountain Park</a>",Chuckanut Mountain Park,,Whatcom County,,,,,Recreation Areas,Park,Regional Park,Owner: Whatcom County,,Amenities: Bathroom,Features: River Access,Facilites: Trails,,"Summer Sports: Hiking, Mountain Biking","Chuckanut Mtn has a network of trails running through 8,000 acres of public land. The trail system, managed by Whatcom County Parks, Larrabee State Parks, Bellingham Parks, and DNR, provides great views of Mount Baker, Bellingham Bay, and more.","Location contributed by <a href=http://www.dnr.wa.gov/ target=""_blank"">WDNR</a>",Open,48.685879,-122.466867,Regional Park
,"<a href=http://www.co.whatcom.wa.us/parks/deming/index.jsp target=""_blank"">Deming Homestead Eagle Park</a>",Deming Homestead Eagle Park,,Whatcom County,,,,,Recreation Areas,Park,Natural Area,Owner: Whatcom County,,Amenities: Picnic Tables,Features: Bird Watching,,,,"Sunny picnic tables invite a leisurely break at this park on te N Fork Nooksack River. From December through March, majestic bald eagles congregate here to feast on spawned salmon.","Location contributed by <a href=http://www.whatcomlandtrust.org/ target=""_blank"">Whatcom Land Trust</a>",Open,48.823556,-122.182323,Recreation Area
,"<a href=http://www.co.whatcom.wa.us/parks/halverson/index.jsp target=""_blank"">Halverson Park</a>",Halverson Park,,Whatcom County,,Hours: Sunrise to Sunset,,,Recreation Areas,Park,Pocket Park,Owner: Whatcom County,,,,Facilites: Trails,Parking: No parking at site. Park at Cottonwood Beach.,,Big trees provide a pleasant natural space near Birch Bay. Access trails at the intersection of Anderson Road and Cedar Avenue. Park at Cottonwood Beach and walk along Cedar Avenue to the park.,"Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Open,48.942760,-122.758419,Other
,Jensen Family Forest Park,Jensen Family Forest Park,,Whatcom County,,,,,Recreation Areas,Park,Natural Area,"Owner: Private; Manager: Whatcom County",,,Features: Accessible Facilities,Facilites: Trails,,,The Jensen Family Forest Park was made possible with the generous donation of a public easement from the Jensen Family. This quiet area provides a year round accessible trail through a beautiful wooded tract.,"Location contributed by <a href=http://www.whatcomlandtrust.org/ target=""_blank"">Whatcom Land Trust</a>",Open,48.934142,-122.630069,Recreation Area
,"<a href=http://www.co.whatcom.wa.us/parks/north-lake-whatcom/index.jsp target=""_blank"">Lake Whatcom Park</a>",Lake Whatcom Park,,Whatcom County,,,,,Recreation Areas,Park,Regional Park,Owner: Whatcom County,,Amenities: Bathroom,"Features: Interpretive Signs, Lake Access, Waterfall",Facilites: Trails,,,"Stroll by the lake or walk thrugh a lush forest, enjoying views of Lake Whatcom, the surrounding hills, waterfalls, and giant old Douglas Fir trees. The interpretive kiosk, located at the lakeshore, tells the story of Lake Whatcom.","Location contributed by <a href=http://www.whatcomlandtrust.org/ target=""_blank"">Whatcom Land Trust</a>",Open,48.727513,-122.303776,Regional Park
,"<a href=http://www.co.whatcom.wa.us/parks/lighthouse/index.jsp target=""_blank"">Lighthouse Marine Park</a>",Lighthouse Marine Park,,"811 Marine Drive,",Phone: 360-945-4911,,,,Recreation Areas,Park,Community Park,Owner: Whatcom County,,"Amenities: Bathroom, Campground, Community Kitchen, Picnic Tables, Playground","Features: Beach, Boardwalk, Ocean Access",Facilites: Boat Launch,"Paved Launch; Standard Campground; 30 campsites",,The 21 acre park has become known as one of the best place to view Orca whales from the land. There is a great deal to discover at the park.,"Location contributed by <a href=http://www.co.whatcom.wa.us/1787/Parks-Recreation target=""_blank"">Whatcom County</a>",Open,48.973535,-123.082761,Community Park
,"<a href=http://www.co.whatcom.wa.us/parks/lily-point/index.jsp target=""_blank"">Lily Point Marine Park</a>",Lily Point Marine Park,,Whatcom County,,,,,Recreation Areas,Park,Regional Park,Owner: Whatcom County,,Amenities: Bathroom,"Features: Beach, Ocean Access",Facilites: Trails,,,"This park encompasses more than 275 acres with 1.4 miles of saltwater shoreline along Boundary Bay. Forested upland bluffs, beaches, and rich tidelands are just a few unique natural features of this amazing place.","Location contributed by <a href=http://www.whatcomlandtrust.org/ target=""_blank"">Whatcom Land Trust</a>",Open,48.980772,-123.028375,Regional Park
,"<a href=http://www.co.whatcom.wa.us/parks/lummi/index.jsp target=""_blank"">Lummi Island Beach Access</a>",Lummi Island Beach Access,,Whatcom County,,,,,Recreation Access,Water Access,Beach Access,Owner: Whatcom County,,,"Features: Beach, Ocean Access",,,,This overlook with access to the tidelands below was once the Lummi Island ferry landing. Today visitors can watch the ferry transit Hale Passage from the park's observation deck.,"Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Open,48.721693,-122.682968,Beach Access
,"<a href=http://www.co.whatcom.wa.us/parks/maple-beach/index.jsp target=""_blank"">Maple Beach Tideland</a>",Maple Beach Tideland,,Whatcom County,,,,,Recreation Access,Water Access,Beach Access,Owner: Whatcom County,,,"Features: Beach, Ocean Access",,,,"Located in Point Roberts the sandy beach and tidelands that stretch for miles have made this area a favored swimming, strolling, sunbathing, and shellfishing spot for generations of residents and visitors.","Location contributed by <a href=http://www.whatcomlandtrust.org/ target=""_blank"">Whatcom Land Trust</a>",Open,48.999383,-123.034607,Beach Access
,"<a href=http://www.co.whatcom.wa.us/parks/maple-creek/index.jsp target=""_blank"">Maple Creek Park</a>",Maple Creek Park,,Whatcom County,,,,,Recreation Areas,Park,Community Park,Owner: Whatcom County,,,"Features: River Access, Waterfall",Facilites: Trails,,,"This 73 acre park makes it's way from Maple Falls to the Glacier trail. Follow the trail through forested areas, pasture land, and see a series of small waterfalls.","Location contributed by <a href=http://www.whatcomlandtrust.org/ target=""_blank"">Whatcom Land Trust</a>",Open,48.926229,-122.077307,Community Park
,"<a href=http://www.co.whatcom.wa.us/parks/ostrom/index.jsp target=""_blank"">Ostrom Conservation Site</a>",Ostrom Conservation Site,,Whatcom County,,,,,Recreation Areas,Park,Natural Area,"Owner: Whatcom County; Manager: Nooksack Valley School District",,Amenities: Education Program,,Facilites: Trails,,,This natural area is leased to the Nooksack Valley School District for use as an environmental education site and is open for the public to come enjoy.,"Location contributed by <a href=http://www.dnr.wa.gov/ target=""_blank"">WDNR</a>",Open,48.940284,-122.241049,Recreation Area
,"<a href=http://www.co.whatcom.wa.us/parks/range/index.jsp target=""_blank"">Plantation Rifle Range</a>",Plantation Rifle Range,,"5102 Samish Highway,",,,,,Recreation Facilities,Shooting Range,Indoor & Outdoor Shooting Range,Owner: Whatcom County,,Amenities: Bathroom,,Facilites: Shooting Range,,,"The Plantation Rifle Range has a 300 yard outdoor range, an indoor/outdoor smallbore rifle and pistol range, trap range and classroom. It serves as a focal point for public and law enforcement shooting and training activities.","Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Open,48.690289,-122.399295,Shooting Range
,"<a href=http://www.co.whatcom.wa.us/parks/whitehorn/ target=""_blank"">Point Whitehorn Marine Reserve</a>",Point Whitehorn Marine Reserve,,Whatcom County,,,,,Recreation Areas,Park,Natural Area,Owner: Whatcom County,,Amenities: Bathroom,"Features: Beach, Ocean Access",Facilites: Trails,,,"This reserve has 54 acres of forest, bluff and beach, with a 3/4 mile fully accessible trail to spectacular viewpoints of the Strait of Georgia and San Juan Islands. A switchback path descends from the bluff to access a windswept cobble beach.","Location contributed by <a href=http://www.whatcomlandtrust.org/ target=""_blank"">Whatcom Land Trust</a>",Open,48.887031,-122.779873,Recreation Area
,"<a href=http://www.co.whatcom.wa.us/parks/samish/index.jsp target=""_blank"">Samish Park</a>",Samish Park,,Whatcom County,,,,,Recreation Areas,Park,Community Park,Owner: Whatcom County,,"Amenities: Bathroom, Meeting Spaces, Picnic Tables, Playground",Features: Lake Access,Facilites: Dock,,,"This 39-acre site of Samish Park became the first Whatcom County Park in 1968. Nestled in the Chuckanut Mountains between the lakeshore and densely forested slopes, the park is a great place to get away from it all. Come enjoy:","Location contributed by <a href=http://www.dnr.wa.gov/ target=""_blank"">WDNR</a>",Open,48.671251,-122.412305,Community Park
,"<a href=http://www.co.whatcom.wa.us/parks/silver-lake/index.jsp target=""_blank"">Silver Lake Park</a>",Silver Lake Park,,"9006 Silver Lake Road,",Phone: 360-599-2776,,,,Recreation Areas,Park,Regional Park,Owner: Whatcom County,"Fee: Camping fees $18-$27 camp site, $78-$115 for cabin","Amenities: Bathroom, Campground, Camping Cabin or Yurt, Community Kitchen, Group Camp Site, Horse Facilities, Meeting Spaces, Picnic Shelter, Playground, RV Dump",Features: Lake Access,"Facilites: Boat Launch, Dock, Trails","89 campsites; Equipment Rental: Boats, Kayaks",,,"Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Open,48.971743,-122.068415,Regional Park
,"<a href=http://www.co.whatcom.wa.us/parks/stimpson/index.jsp target=""_blank"">Stimpson Family Nature Reserve  & Lake Louise National Conservation Area</a>",Stimpson Family Nature Reserve  & Lake Louise National Conservation Area,,Lake Louise Natural Resource Conservation Area,,,,,Recreation Areas,Park,Natural Area,"Owner: Bellingham & Whatcom County Land Trust; Manager: Whatcom County",,Amenities: Bathroom,Features: Lake Access,Facilites: Trails,,,"This park has > 4 miles of hiker only trails through a beautiful forest setting. It is made up of property owned by the DNR (Lake Louise NRCA), Whatcom Land Trust, the City of Bellingham and Whatcom County.  Dogs are not allowed in the preserve.","Location contributed by <a href=http://www.cob.org/services/recreation/index.aspx target=""_blank"">Bellingham</a>",Open,48.733064,-122.368654,Recreation Area
,"<a href=http://www.co.whatcom.wa.us/parks/sunset/index.jsp target=""_blank"">Sunset Farm Equestrian Center</a>",Sunset Farm Equestrian Center,,Whatcom County,,,,,Recreation Areas,Park,Special Use Park,Owner: Whatcom County,,"Amenities: Bathroom, Horse Facilities",,Facilites: Trails,,,,"Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Open,48.931322,-122.727349,Equestrian Facilities
,"<a href=http://www.co.whatcom.wa.us/parks/teddy-bear/index.jsp target=""_blank"">Teddy Bear Cove Park</a>",Teddy Bear Cove Park,,Whatcom County,,,,,Recreation Areas,Park,Community Park,Owner: Whatcom County,,Amenities: Picnic Tables,"Features: Beach, Ocean Access",Facilites: Trails,,,"A switchback trail through the forest leads to magnificent shoreline views of Chuckanut Bay and Clark's Point and an unusual white sand beach. Arrive at low tide to explore tidepool marine life, or wander paths on the bluff.","Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Open,48.694452,-122.494832,Community Park
,"<a href=http://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/washington/placesweprotect/chuckanut-island.xml target=""_blank"">The Cyrus Gates Memorial Preserve</a>",The Cyrus Gates Memorial Preserve,,"Chucaknut Island,",,Hours: Daylight hours,,,Recreation Areas,Park,Natural Area,Owner: Nature Conservancy,,,"Features: Beach, Ocean Access",Facilites: Trails,,"Summer Sports: Fishing, Hiking",The preserve is accessible only by boat and is an excellent stop off for boaters launching from Larrabee State park. Please beach boats on northeast and west beaches only and stay on the foot trail that circles the island.,"Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Open,48.676889,-122.504609,Recreation Area
,Carter Point,Carter Point,,Whatcom County,,,,,Recreation Access,Water Access,Fishing Access,Owner: BLM,,,Features: Ocean Access,,,,The southern tip of Lummi Island and the tip of neighboring Eliza Island are owned and managed by the BLM - and are part of the proposed San Juan National Conservation Area.,"Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Open,48.642266,-122.610556,Fishing
,"<a href=http://www.dnr.wa.gov/lummi-island-natural-resources-conservation-area target=""_blank"">Lummi Island Natural Resource Conservation Area</a>",Lummi Island Natural Resource Conservation Area,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Conservancy Land,Owner: WDNR,Free - No fee or pass,"Amenities: Camping Area, Day-Use Area",Features: Ocean Access,,"Primitive Camping; 5 campsites","Summer Sports: Boating, Kayaking","This conservation area has forested shorelines with steep, rocky headlands.  Its mixed forest dominated by old growth Douglas-fir makes it attractive to bald eagles and other birds.  A small marine park is available for boaters.","Location contributed by <a href=http://www.dnr.wa.gov/ target=""_blank"">WDNR</a>",Open,48.657269,-122.621285,Recreation Area
